z,y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
180.86822836724855,193.83215305731346,168.87846421638847,1033.6842013934815,3.6280992506330114,,4.367944587751963,66582.0,0.027102165855453383,0,5
183.51479141486874,194.1112423844506,168.92299557381364,1016.347138281435,3.565831735130586,,4.572622134395244,65924.0,0.043697806415967586,1,5
